title,date,run_time,genre,rating,introduction,director,stars,num_votes
My (Best Friend's) Head Exploded,2023-06-09,46,Horror,,"Lydia and Sam like to make haunted houses, imagine other worlds, and question everything, but they never thought one of their creations would be able to push itself into their comfortable, ...",Scott Bryan,"Scott Bryan, Emily Daniels",
Sthabda,2023-06-09,,Thriller,,"A happy family gets haunted by an illusion they made up, which keeps getting deadly. How they come up with a solution is the crux of the story.",Laali Raghav,"Harshika Poonacha, Shruthi Raj, Raghavendra Rajkumar, Chaitra Rao",
HP Loves Cats,2023-06-09,,"Drama, Horror, Mystery",,Supernatural tale with a ghost cat to tie the poems and letter excerpts of H.P. Lovecraft together.,Gary Lobstein,Joe Hammerstone,
Lallaat,2023-06-09,,Drama,,Associated with fate and the fate of a girl who dances Lavani in a tamasha. A girl who tries to find love in the same life by putting aside her love for a rich mother and goes against ...,Roheet Rao Narsinge,"Chaitali Chavan, Roheet Rao Narsinge, Sumeet Sheshrao",
Bucky F*cking Dent,2023-06-10,105,"Comedy, Drama, Romance",8.8,"Follows Ted who moves in with his father Marty when he develops a fatal illness. To keep him happy and alive, Ted enlists Marty's grief counselor Mariana and friends to fake a Red Sox winning streak.",David Duchovny,"Pamela Adlon, Stephanie Beatriz, Logan Marshall-Green, David Duchovny",34
Eric Larue,2023-06-10,119,Drama,6.7,"It tells the story of Janice, the mother of a teenager who shot and killed three of his classmates.",Michael Shannon,"Alexander Skarsgård, Judy Greer, Alison Pill, Annie Parisse",19
Te estoy amando locamente,2023-06-10,106,Drama,8.1,It follows a mother who is involved in the homosexual movement of the seventies.,Alejandro Marín,"Omar Banana, Carlos Bernardino, Lola Buzón, María Cabrera",161
Real Love,2023-06-10,87,"Drama, Romance",7.4,It follows Kendra as she goes to an HBCU in North Carolina. Kendra is determined to focus on school while balancing work study and keeping things professional with her photo class partner.,Camrus Johnson,"Princess Davis, Ajiona Alexus, Austin Anozie, Serena Crouse",354
Love Never Ends,2023-06-10,116,"Drama, Romance",7.1,The story of two lonely and impoverished elderly lovers at the end of their lives.,Yan Han,"Dahong Ni, Kara Wai, Tony Ka Fai Leung, Cecilia Yip",86
Our Son,2023-06-10,104,Drama,8.3,A divorcing couple fight over the custody of their 8-year-old son.,Bill Oliver,"Luke Evans, Robin Weigert, Billy Porter, Andrew Rannells",32
The Graduates,2023-06-10,87,Drama,9.3,"A year after her boyfriend dies from gun violence, a young woman prepares to graduate high school as she navigates an uncertain future alongside a community that is searching for ways to heal.",Hannah Peterson,"Musa Aden, Nicholas Anderson, Kaci Arena, Stephen Fuller Austin",11
Better Half,2023-06-10,87,"Comedy, Romance",9.8,"Follows Arturo, who is searching true love, and Daphne, a polygamist allergic to commitment. They meet for a one-night stand, but they end up finding their missing halves when their bodies fuse during sex.",Patrick Henry Phelan,"Dianne Doan, Connor Paolo, Sean Marquette, Jamie Donnelly",8
You'll Never Find Me,2023-06-10,96,"Horror, Thriller",6.7,"Patrick, a strange and lonely resident, lives in a mobile home at the back of an isolated caravan park. After a violent thunderstorm erupts, a mysterious young woman appears at his door, ...","Josiah Allen, Indianna Bell","Brendan Rock, Jordan Cowan, Elena Carapetis, Angela Korng",11
Smoking Tigers,2023-06-10,85,Drama,8.5,"Follows Hayoung, a lonely 16-year-old Korean American girl who tries to hide her problematic family and lower-income background from her new wealthy friends, only to discover the struggles of adulthood that will forever shape her life.",So Young Shelly Yo,"Ji-young Yoo, Jun-ho Jeong, Abin Andrews, Erin Choi",17
Bathtub Shark Attack,2023-06-10,95,"Action, Comedy, Horror",7.8,"A young down-on-their-luck couple settle for a cheap apartment that seems too good to be true. Little do they know, something lurks in the drain of the bathtub. Something that's thousands of years old...and it is hungry.",Madeline Deering,"Lynn Lowry, Warren Dean Fulton, Drew Marvick, Ben Dietels",27
Black Strait Blues,2023-06-10,110,Drama,,"What does a Bounty Hunter, Sex Worker, Gangster, and Babyface Hustler have in common? One of America's most Iconic cities; DETROIT. Fortunes rise and fall in this Motor City tale of dreams ...",Xavier Miles,"Ciera Angelia, Kaamel Hasaun, Kristin Clarke, Kimeth Allan",
The Future,2023-06-10,90,"Action, Drama",7.1,The Israeli secret service hires criminal profiler Nurit to question a young Palestinian woman suspected of killing a government official. Nurit learns some unsettling realities via their interactions.,Noam Kaplan,"Reymonde Amsallem, Aviva Ger, Salwa Nakkara, Samar Qupty",18
"One Second Ahead, One Second Behind",2023-06-10,119,Drama,6.8,,Nobuhiro Yamashita,"Daichi Asai, Rion Fukumuro, Aki Hano, Hinata Hiiragi",11
Bu xu ci xing,2023-06-10,,Drama,,The life story of a former writer who wrote eulogies for others.,Jiayin Liu,"Ge Hu, Bai-Ke, Beibi Gong, Lei Huang",
Mina ni sachi are,2023-06-10,,Horror,5,,Yûta Shimotsu,Kotone Furukawa,5
Badcop,2023-06-10,120,"Action, Drama, Mystery",,"BAD COP follows the life of a corrupt Policeman, INSPECTOR TAFARI. The story tells of how he aids many criminals in carrying out their criminal activities in his territory and further ...",Abbey Abimbola,"Abbey Abimbola, Allwell Ademola, Ademola Aderemi, Rychardo Agbor",
UFC 289: Nunes vs. Aldana,2023-06-10,180,Sport,5.7,"Bantamweight champion Amanda Nunes aims to defend her title against Irene Aldana. In the co-main, top Lightweights Charles Oliveira and Beneil Dariush look to advance in the division.",Anthony Giordano,"Irene Aldana, John Alessio, Eryk Anders, Jon Anik",33
Winnie the Pooh - Master of Puppets,2023-06-10,85,Horror,,,Timo Rose,"Deena Unverzagt, Simon Kerrison, Alan Maxson, Anthony Straeger",
Subscribe,2023-06-10,144,Thriller,,,Joan Lopez-Flores,"Ana Abad Santos, Mary Joy Apostol, Mercedes Cabral, Yñigo Delen",
Ji han zhi cheng,2023-06-10,120,"Action, Drama, Mystery",6.7,"In 1944, the gunman Gu Nian was entrusted by his close friend Fang Ping on his deathbed to deliver the remains in Harbin. Upon arriving in Harbin, Gu Nian learned that the Fang family had ...",Feng Yang,"Yu Xia, Li-Chun Lee, Kai Tan, Kuo-Chu Chang",17
The Sound of Waves,2023-06-10,77,"Drama, Romance",,An aspiring actress finds herself questioning her past when her new role has her confront it.,Chris Frint,"Alex Frnka, Tom Phelan, Ione Butler, Elizabeth Lazan",
Qing liang si zhong sheng,2023-06-10,,,7.4,"After the defeat of Japan in WWII, a Japanese infant was abandoned in China during the chaotic evacuation out of China. An impoverished Chinese family found the infant and raised him as ...",Jin Xie,"Yi Ding, Komaki Kurihara, Ting Li, Cunxin Pu",57
Super Duper Alien Hunters,2023-06-10,,Comedy,,"Aliens have landed on Earth and they have a hearty appetite for humans. With the fate of the world at stake and the human race facing extinction, there is only one team we trust to save us ...                See full synopsi",Mark Daniel Foley,"Denise Monteiro, Dave Lounder, Bradley Rhodes, Bryn Berg",
To the Desert,2023-06-10,4,Music,,"An effort to break free from the cycle of daily life and the cycle inside my thoughts. To exit, to leave, to pause the compulsive urge to produce for a moment. Is it at all possible?",Asaf Yecheskel,Dana Ivgy,
Melody of Love,2023-06-10,85,Music,,"Jazz guitarist Michael is called by his mother and join her in Brussels, stoking his deep resentment toward European entitlement, evocative meditation on the internalized weight of colonialism.",Edmundo Bejarano,Elijah Reid,
Tie dao you ji dui,2023-06-10,83,War,6.1,Chinese guerrilla forces battle Japanese and Nationalist collaborators.,Ming Zhao,"Huiqu Cao, Yi Qin, Zhe Feng, Qi Feng",102
Once Upon a Time in Hollywierd. The Beginning,2023-06-10,,Comedy,,,Mariusz Marek Moscicki,"Roman Alcantara, Justin Berti, Josh Capps, John Deline",
Suka Bhaira Sholay,2023-06-10,,,,"A man Suka of Buguda, a village in Ganjam district who is a die-hard fan of Amitabh Bachchan. To brush off his body-shaming he tries to imitate his screen idol and recreates the magic of the 'SHOLAY' with some real-life adaptations.",Snehasis Das,"Satya Ranjan, Sukant Rath, Anubha Sourya, Choudhury Jayaprakash Das",
Somewhere in Nowhere,2023-06-10,43,"Drama, Horror, Thriller",,"A man grieving the sudden, inexplicable death of his wife is stalked by an unseen entit",Tanner McChristian,"Bryan Guarino, Juliette Robinson, Charles Belt, Tanner McChristian",
Late to the Party with Emily James,2023-06-10,40,Comedy,,"Emily James stars in the stand up special, focusing on her roller coaster experience mothering two small boys and getting diagnosed with MS during the pandemic.",Stephen Stormer,Emily S James,
Gonta: The Story of The Two-Named Dog in The Fukushima Disaster,2023-06-10,,Animation,,,Akio Nishizawa,,
Kenny Warner 2,2023-06-10,129,"Animation, Comedy, Scifi",,,Jacob Tartakovsky,"Microsoft Sam, Robosoft Four, Microsoft Mike, Microsoft Mary",
Ikenga,2023-06-10,,Drama,,"More than anything, Ikenga wants to be the head warrior and when the opportunity arises, he becomes a villain without hesitation.",Goodnews Erico Isika,"Bossman Achule, Nwaoha Chioma Blessing, Henry Chidi, Emma Emordi Daniels",
Artificial Flowers,2023-06-10,85,Thriller,,"Two accomplished LA-based writers meet in a high-rise apartment; over the course of a single evening, they use each other to explore the darkest parts of their personalities.",Jamin Scotti,"Emily Charouhas, Andrew Villarreal",
Great Love Dunhuang,2023-06-10,,Drama,,,Miao Yue,"Jin Chen, Zhe Gong, Pinyuan Huang, Muran Li",
El llanto de la llave robada,2023-06-10,16,,,,Perico Vidal,"Javier Abad, Azul Castelluchio",
UEFA Champions League Istanbul 2023 Final,2023-06-10,98,Sport,,,,,
Enough is Enough 2023,2023-06-10,49,Drama,,"A couple that seems to be in love-in the beginning everything went well. As a year passed, a man landed a big fortune. This brought changes in their lives.",TEBOHO TEMA,"Pheello Mazibuko, Nancy Mokgatla, Thato Meloa",
Within,2023-06-10,,Drama,,,Dalu Guo,"Xin-ran Tao, Bingrui Zhao",
La Venganza De Fátima,2023-06-10,,Thriller,,,Jomi Santelises,"Engerlin Luna, Leonidas Contreras, Alberto Balderas, Inmortal Callejero",
The Lesson,2023-06-11,103,Thriller,6.8,A young author takes a tutoring position at the estate of a legendary writer.,Alice Troughton,"Richard E. Grant, Julie Delpy, Daryl McCormack, Stephen McMillan",245
Cinnamon,2023-06-11,91,Thriller,7.2,"After a robbery gone wrong, two young lovers are caught in a deadly series of events that threaten to destroy their dreams of a better life.",Bryian Keith Montgomery Jr.,"Pam Grier, David Iacono, Damon Wayans, Dan Lauria",238
Kensuke's Kingdom,2023-06-11,85,Animation,,When young Michael is shipwrecked on a remote Pacific island he struggles to survive alone. But what if he is not alone? And what if there is something more frightening than being alone? Based on the novel by Michael Morpurgo.,"Neil Boyle, Kirk Hendry","Cillian Murphy, Sally Hawkins, Raffey Cassidy, Ken Watanabe",
Suitable Flesh,2023-06-11,100,"Horror, Thriller",7.8,A psychiatrist becomes obsessed with one of her young clients with multiple personalities.,Joe Lynch,"Heather Graham, Judah Lewis, Barbara Crampton, Bruce Davison",22
Blood for Dust,2023-06-11,98,"Action, Crime, Thriller",7.9,"Cliff, a traveling salesman drowning under the weight of providing for his family and the myth of the American dream, finds himself on a dangerous path after a chance encounter with Ricky, a colleague from a dark past.",Rod Blackhurst,"Kit Harington, Josh Lucas, Stephen Dorff, Ethan Suplee",47
The Seeding,2023-06-11,94,"Horror, Thriller",7.7,A man finds himself trapped in a desert canyon with a woman living off-grid who is captive to a pack of sadistic boys.,Barnaby Clay,"Scott Haze, Kate Lyn Sheil, Alex Montaldo, Charlie Avink",25
Catching Dust,2023-06-11,96,Drama,9.3,"Geena finally decides to leave her criminal husband Clyde and their isolated Texas hideout, but a couple from NY suddenly arrives. Ignoring the risks, she convinces Clyde to let them stay, a decision with dangerous consequences.",Stuart Gatt,"Erin Moriarty, Jai Courtney, Dina Shihabi, Ryan Corr",26
Cold Copy,2023-06-11,91,Thriller,8.6,"An ambitious journalism student falls under the thrall of an esteemed yet cutthroat news reporter whom she's desperate to impress, even if it means manipulating her latest story - and the very idea of truth itself.",Roxine Helberg,"Bel Powley, Tracee Ellis Ross, Jacob Tremblay, Nesta Cooper",16
Birdeater,2023-06-11,113,"Drama, Thriller",8.8,"A bride-to-be is invited to her fiancé's bachelor party, but when uncomfortable details of their relationship are exposed, the night takes a feral turn.","Jack Clark, Jim Weir","Mackenzie Fearnley, Shabana Azeez, Ben Hunter, Jack Bannister",37
Best Geezer,2023-06-11,,"Comedy, Drama",7.5,Three hapless entrepreneurs join forces to make a geezer movie.,James Smith,"Samantha Anderson, Melly Myers, Charlotte Summers, Sophie Karl",42
Gulaam Chor,2023-06-11,,"Comedy, Drama",8,"The film centers around a high-stakes gambling session during a house party, where twelve individuals come together with hopes of winning a massive sum of Rs 12 crore. However, when the ...",Viral Shah,"Malhar Thakar, Vandana Pathak, Dharmesh Vyas, Kamlesh Oza",102
Long Story Short: Willie Nelson 90,2023-06-11,173,"Biography, Music",8.3,"Fans will have the opportunity to re-live or experience for the first time, the once-in-a-lifetime interpretations of many classics from the Willie Nelson songbook. The two-hour-plus ...",,"Tom Bukovac, Gary Clark Jr., Sheryl Crow, Audley Freed",23
Malice: Nu Gui,2023-06-11,45,Horror,7.4,"Keo Sinn and her university friends find themselves tormented by the ancient curse of the vengeful Nu Gui. As the malevolent spirit unleashes havoc, Keo is forced to confront her haunting ...","Gustavo Diaz, Chaz Fenwick","Martina Chen, Kent Lee, Haoming Chen, Chad Elger",10
Lost Soulz,2023-06-11,95,Drama,8.8,"A young rapper leaves everything behind and embarks on an odyssey of self-discovery, music, and friendship in the heart of Texas.",Katherine Propper,"Sauve Sidle, Alexander Brackney, Malachi Mabson, Micro TDH",18
Asog,2023-06-11,99,"Comedy, Drama",,"Follows Rey, a 40-year-old non-binary teacher and typhoon survivor, on a roadtrip to fame.",Sean Devlin,"Rey Aclao, Amelia De La Cruz, Arnel Pablo, Raul Ramos",
Boca Chica,2023-06-11,97,Drama,8.7,"Desi (12) spends her days dreaming on the beaches of her hometown of becoming a famous singer but her goal is threatened by lies, the ever-presence of child prostitution, and the looming ...",Gabriella A. Moses,"Scarlet Camilo, Lia Chapman, Jean Cruz, Richarson Díaz",11
Loud & Longing,2023-06-11,,Drama,,"Lucy and Lucien are two childhood friends who share a deeply troubled past, but they've managed to carve out a life for themselves in New York City. Lucy is an actor about to make her ...","Isabel Ellison, Ryan Guiterman","Carmen Borla, Max Carpenter, David J. Cork, Ryan Czerwonko",
Sirocco et le royaume des courants d'air,2023-06-11,74,"Animation, Adventure, Fantasy",,"Juliette and Carmen, two audacious sisters discovering a passage to the universe of their favorite book: ""The Kingdom of the Winds"" where they will be transformed and trapped.",Benoît Chieux,"Maryne Bertieaux, Aurélie Konaté, Laurent Morteau, Pierre Lognay",
Stargazer,2023-06-11,86,Drama,,,Alan McIntyre Smith,"Matt Bogart, Coleen Carr, Marlon Crook Jr., Jason Flad",
Sweet My Home,2023-06-11,,Drama,,,Takumi Saitô,"Masataka Kubota, Yôsuke Kubozuka, Yohei Matsukado, Ayumu Nakajima",
In Broad Daylight,2023-06-11,,Drama,,,Lawrence Kwan Chun Kan,"David Chiang, Pak Hon Chu, Bowie Lam, Chung-Hang Leung",
Men qian bao di,2023-06-11,,Drama,,,"Haofeng Xu, Junfeng Xu","Xu Changchu, Jacky Heung, Bea Hayden Kuo, Kevin Lee",
